product_id,product_name,category,unit_price,quantity_sold,sale_date,region,customer_segment,discount
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-15,Сибирь,Премиум,0.097
105,Наушники JBL Tune,Аксессуары,3990.0,1,2025-01-15,Поволжье,Стандарт,0.024
112,Клавиатура Logitech K380,Аксессуары,3490.0,16,2025-01-15,Северо-Запад,Стандарт,0.042
111,Планшет Huawei MatePad,Электроника,25990.0,6,2025-01-15,Центр,Эконом,0.005
110,Соковыжималка Braun,Бытовая техника,8900.0,6,2025-01-15,Северо-Запад,Стандарт,0.033
118,USB-хаб 4 порта,Аксессуары,590.0,8,2025-01-15,Сибирь,Эконом,0.019
115,Подставка для ноутбука,Аксессуары,890.0,8,2025-01-15,Юг,Эконом,0.009
120,Стиральная машина Bosch,Бытовая техника,38990.0,1,2025-01-15,Поволжье,Стандарт,0.053
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,5,2025-01-15,Сибирь,Премиум,0.099
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,1,2025-01-15,Центр,Эконом,0.003
102,Смартфон Xiaomi Note 12,Электроника,18990.0,12,2025-01-15,Центр,Стандарт,0.015
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,6,2025-01-15,Урал,Стандарт,0.05
102,Смартфон Xiaomi Note 12,Электроника,18990.0,13,2025-01-15,Поволжье,Премиум,0.115
114,Внешний SSD 1TB,Электроника,7990.0,2,2025-01-15,Центр,Стандарт,0.043
117,Смарт-часы Amazfit,Электроника,11990.0,4,2025-01-15,Дальний Восток,Стандарт,0.011
105,Наушники JBL Tune,Аксессуары,3990.0,1,2025-01-15,Сибирь,Стандарт,0.069
108,"Монитор Samsung 24""",Электроника,15990.0,1,2025-01-15,Центр,Эконом,0.026
101,Кофеварка Philips HD7432,Бытовая техника,4425.71,6,2025-01-15,Сибирь,Стандарт,0.043
119,Холодильник LG,Бытовая техника,45990.0,3,2025-01-16,Юг,Стандарт,0.07
109,Мышь Logitech M185,Аксессуары,1290.0,11,2025-01-16,Поволжье,Эконом,0.014
110,Соковыжималка Braun,Бытовая техника,8900.0,3,2025-01-16,Урал,Премиум,0.139
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,1,2025-01-16,Центр,Стандарт,0.066
120,Стиральная машина Bosch,Бытовая техника,38990.0,1,2025-01-16,Центр,Эконом,0.006
119,Холодильник LG,Бытовая техника,45990.0,1,2025-01-16,Юг,Эконом,0.012
105,Наушники JBL Tune,Аксессуары,3990.0,1,2025-01-16,Поволжье,Стандарт,0.051
110,Соковыжималка Braun,Бытовая техника,8900.0,8,2025-01-16,Центр,Премиум,0.15
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,1,2025-01-16,Юг,Стандарт,0.079
119,Холодильник LG,Бытовая техника,44973.97,1,2025-01-16,Урал,Эконом,0.028
111,Планшет Huawei MatePad,Электроника,25990.0,8,2025-01-16,Центр,Стандарт,0.009
108,"Монитор Samsung 24""",Электроника,15990.0,1,2025-01-16,Юг,Эконом,0.03
112,Клавиатура Logitech K380,Аксессуары,3490.0,18,2025-01-16,Центр,Эконом,0.004
105,Наушники JBL Tune,Аксессуары,3990.0,6,2025-01-16,Центр,Премиум,0.143
116,Микроволновая печь Samsung,Бытовая техника,13157.49,2,2025-01-16,Центр,Эконом,0.013
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-16,Урал,Эконом,0.008
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-16,Северо-Запад,Премиум,0.059
118,USB-хаб 4 порта,Аксессуары,583.9,27,2025-01-16,Урал,Премиум,0.054
115,Подставка для ноутбука,Аксессуары,890.0,6,2025-01-16,Урал,Эконом,0.019
105,Наушники JBL Tune,Аксессуары,3990.0,2,2025-01-16,Северо-Запад,Стандарт,0.05
116,Микроволновая печь Samsung,Бытовая техника,12990.0,4,2025-01-16,Центр,Стандарт,0.059
115,Подставка для ноутбука,Аксессуары,890.0,16,2025-01-16,Юг,Премиум,0.145
119,Холодильник LG,Бытовая техника,45990.0,1,2025-01-16,Юг,Эконом,0.026
102,Смартфон Xiaomi Note 12,Электроника,18990.0,4,2025-01-16,Юг,Эконом,0.021
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,7,2025-01-16,Северо-Запад,Стандарт,0.009
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,8,2025-01-16,Юг,Премиум,0.136
118,USB-хаб 4 порта,Аксессуары,590.0,17,2025-01-16,Северо-Запад,Стандарт,0.042
114,Внешний SSD 1TB,Электроника,7990.0,1,2025-01-16,Урал,Эконом,0.014
118,USB-хаб 4 порта,Аксессуары,590.0,10,2025-01-16,Поволжье,Эконом,0.023
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,5,2025-01-16,Урал,Премиум,0.078
115,Подставка для ноутбука,Аксессуары,890.0,7,2025-01-16,Дальний Восток,Стандарт,0.056
102,Смартфон Xiaomi Note 12,Электроника,18752.36,19,2025-01-16,Центр,Премиум,0.141
120,Стиральная машина Bosch,Бытовая техника,38990.0,1,2025-01-16,Юг,Стандарт,0.025
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-16,Центр,Эконом,0.012
109,Мышь Logitech M185,Аксессуары,1290.0,8,2025-01-16,Северо-Запад,Стандарт,0.076
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-16,Юг,Эконом,0.021
112,Клавиатура Logitech K380,Аксессуары,3490.0,15,2025-01-16,Юг,Стандарт,0.027
102,Смартфон Xiaomi Note 12,Электроника,18990.0,13,2025-01-16,Центр,Стандарт,0.054
119,Холодильник LG,Бытовая техника,47271.59,2,2025-01-16,Центр,Стандарт,0.014
107,Фитнес-браслет Mi Band,Электроника,2498.06,4,2025-01-16,Северо-Запад,Эконом,0.004
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,3,2025-01-16,Северо-Запад,Стандарт,0.073
117,Смарт-часы Amazfit,Электроника,11990.0,6,2025-01-16,Юг,Эконом,0.005
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,6,2025-01-16,Северо-Запад,Премиум,0.11
118,USB-хаб 4 порта,Аксессуары,590.0,8,2025-01-16,Дальний Восток,Премиум,0.08
117,Смарт-часы Amazfit,Электроника,11990.0,4,2025-01-16,Юг,Эконом,0.017
120,Стиральная машина Bosch,Бытовая техника,38990.0,1,2025-01-16,Северо-Запад,Стандарт,0.057
110,Соковыжималка Braun,Бытовая техника,8900.0,4,2025-01-16,Урал,Премиум,0.068
107,Фитнес-браслет Mi Band,Электроника,2490.0,16,2025-01-16,Урал,Премиум,0.088
117,Смарт-часы Amazfit,Электроника,11990.0,8,2025-01-17,Сибирь,Стандарт,0.038
115,Подставка для ноутбука,Аксессуары,890.0,8,2025-01-17,Урал,Стандарт,0.048
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,2,2025-01-17,Поволжье,Эконом,0.025
103,Коврик для мыши,Аксессуары,350.0,23,2025-01-17,Центр,Премиум,0.13
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,1,2025-01-17,Поволжье,Стандарт,0.013
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,5,2025-01-17,Урал,Премиум,0.099
119,Холодильник LG,Бытовая техника,45990.0,1,2025-01-17,Дальний Восток,Эконом,0.006
117,Смарт-часы Amazfit,Электроника,11990.0,4,2025-01-17,Дальний Восток,Стандарт,0.022
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-17,Дальний Восток,Эконом,0.016
111,Планшет Huawei MatePad,Электроника,25990.0,2,2025-01-17,Сибирь,Стандарт,0.022
115,Подставка для ноутбука,Аксессуары,890.0,9,2025-01-17,Центр,Эконом,0.009
111,Планшет Huawei MatePad,Электроника,25990.0,6,2025-01-17,Поволжье,Стандарт,0.047
108,"Монитор Samsung 24""",Электроника,15990.0,1,2025-01-17,Юг,Эконом,0.005
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,6,2025-01-17,Урал,Стандарт,0.012
112,Клавиатура Logitech K380,Аксессуары,3490.0,9,2025-01-17,Сибирь,Стандарт,0.025
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,6,2025-01-17,Центр,Стандарт,0.026
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,4,2025-01-17,Центр,Премиум,0.13
114,Внешний SSD 1TB,Электроника,7990.0,2,2025-01-17,Юг,Эконом,0.01
102,Смартфон Xiaomi Note 12,Электроника,18990.0,5,2025-01-17,Дальний Восток,Стандарт,0.041
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,4,2025-01-17,Центр,Эконом,0.007
112,Клавиатура Logitech K380,Аксессуары,3490.0,4,2025-01-17,Поволжье,Эконом,0.011
119,Холодильник LG,Бытовая техника,45990.0,3,2025-01-17,Центр,Эконом,0.024
116,Микроволновая печь Samsung,Бытовая техника,12990.0,2,2025-01-17,Урал,Эконом,0.003
118,USB-хаб 4 порта,Аксессуары,592.29,16,2025-01-17,Урал,Премиум,0.058
103,Коврик для мыши,Аксессуары,350.0,13,2025-01-17,Северо-Запад,Стандарт,0.004
107,Фитнес-браслет Mi Band,Электроника,2490.0,2,2025-01-17,Урал,Стандарт,0.045
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-17,Центр,Эконом,0.008
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,4,2025-01-17,Дальний Восток,Стандарт,0.061
118,USB-хаб 4 порта,Аксессуары,590.0,35,2025-01-17,Центр,Премиум,0.143
115,Подставка для ноутбука,Аксессуары,890.0,11,2025-01-17,Центр,Стандарт,0.015
109,Мышь Logitech M185,Аксессуары,1290.0,33,2025-01-17,Центр,Премиум,0.128
115,Подставка для ноутбука,Аксессуары,890.0,20,2025-01-17,Поволжье,Премиум,0.061
109,Мышь Logitech M185,Аксессуары,1290.0,24,2025-01-17,Центр,Стандарт,0.038
107,Фитнес-браслет Mi Band,Электроника,2490.0,8,2025-01-17,Поволжье,Стандарт,0.026
102,Смартфон Xiaomi Note 12,Электроника,18990.0,9,2025-01-17,Юг,Стандарт,0.073
110,Соковыжималка Braun,Бытовая техника,8900.0,4,2025-01-17,Урал,Стандарт,0.047
103,Коврик для мыши,Аксессуары,350.0,3,2025-01-17,Поволжье,Эконом,0.017
120,Стиральная машина Bosch,Бытовая техника,38990.0,3,2025-01-17,Юг,Премиум,0.087
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,7,2025-01-17,Дальний Восток,Премиум,0.063
103,Коврик для мыши,Аксессуары,350.0,34,2025-01-17,Северо-Запад,Премиум,0.094
107,Фитнес-браслет Mi Band,Электроника,2490.0,7,2025-01-17,Северо-Запад,Эконом,0.004
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,2,2025-01-17,Юг,Стандарт,0.034
119,Холодильник LG,Бытовая техника,45990.0,3,2025-01-17,Дальний Восток,Премиум,0.086
111,Планшет Huawei MatePad,Электроника,25990.0,7,2025-01-17,Юг,Стандарт,0.022
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,10,2025-01-17,Юг,Премиум,0.1
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,15,2025-01-17,Центр,Премиум,0.149
108,"Монитор Samsung 24""",Электроника,15990.0,1,2025-01-17,Сибирь,Стандарт,0.002
108,"Монитор Samsung 24""",Электроника,15990.0,1,2025-01-17,Центр,Эконом,0.002
103,Коврик для мыши,Аксессуары,350.0,14,2025-01-17,Центр,Эконом,0.008
116,Микроволновая печь Samsung,Бытовая техника,12990.0,2,2025-01-17,Центр,Стандарт,0.005
111,Планшет Huawei MatePad,Электроника,25990.0,17,2025-01-17,Центр,Стандарт,0.024
118,USB-хаб 4 порта,Аксессуары,590.0,12,2025-01-17,Дальний Восток,Премиум,0.106
105,Наушники JBL Tune,Аксессуары,3990.0,5,2025-01-17,Северо-Запад,Стандарт,0.02
111,Планшет Huawei MatePad,Электроника,25990.0,6,2025-01-17,Сибирь,Стандарт,0.003
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,4,2025-01-17,Северо-Запад,Премиум,0.1
103,Коврик для мыши,Аксессуары,350.0,10,2025-01-17,Урал,Стандарт,0.045
107,Фитнес-браслет Mi Band,Электроника,2490.0,10,2025-01-18,Дальний Восток,Премиум,0.105
119,Холодильник LG,Бытовая техника,45990.0,1,2025-01-18,Поволжье,Стандарт,0.049
104,Ноутбук Lenovo IdeaPad,Электроника,53918.02,1,2025-01-18,Юг,Эконом,0.019
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,1,2025-01-18,Северо-Запад,Эконом,0.029
102,Смартфон Xiaomi Note 12,Электроника,18425.69,4,2025-01-18,Дальний Восток,Эконом,0.014
110,Соковыжималка Braun,Бытовая техника,8900.0,2,2025-01-18,Дальний Восток,Стандарт,0.053
105,Наушники JBL Tune,Аксессуары,3990.0,2,2025-01-18,Центр,Премиум,0.116
111,Планшет Huawei MatePad,Электроника,25990.0,8,2025-01-18,Урал,Стандарт,0.003
105,Наушники JBL Tune,Аксессуары,3913.97,2,2025-01-18,Центр,Стандарт,0.047
112,Клавиатура Logitech K380,Аксессуары,3422.98,26,2025-01-18,Центр,Премиум,0.129
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,5,2025-01-18,Урал,Стандарт,0.014
105,Наушники JBL Tune,Аксессуары,3990.0,4,2025-01-18,Центр,Стандарт,0.057
119,Холодильник LG,Бытовая техника,45990.0,1,2025-01-18,Центр,Стандарт,0.009
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,3,2025-01-18,Северо-Запад,Премиум,0.058
103,Коврик для мыши,Аксессуары,350.0,25,2025-01-18,Северо-Запад,Стандарт,0.071
120,Стиральная машина Bosch,Бытовая техника,38990.0,1,2025-01-18,Сибирь,Премиум,0.115
120,Стиральная машина Bosch,Бытовая техника,38944.7,8,2025-01-18,Центр,Премиум,0.145
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,2,2025-01-18,Центр,Эконом,0.026
120,Стиральная машина Bosch,Бытовая техника,38990.0,1,2025-01-18,Северо-Запад,Стандарт,0.047
108,"Монитор Samsung 24""",Электроника,15990.0,4,2025-01-18,Северо-Запад,Премиум,0.099
120,Стиральная машина Bosch,Бытовая техника,38990.0,3,2025-01-18,Центр,Стандарт,0.007
113,Робот-пылесос Xiaomi,Бытовая техника,19073.18,5,2025-01-18,Центр,Эконом,0.004
119,Холодильник LG,Бытовая техника,45990.0,4,2025-01-18,Сибирь,Премиум,0.072
103,Коврик для мыши,Аксессуары,350.0,16,2025-01-18,Поволжье,Стандарт,0.02
103,Коврик для мыши,Аксессуары,350.0,15,2025-01-18,Северо-Запад,Стандарт,0.044
111,Планшет Huawei MatePad,Электроника,25990.0,4,2025-01-18,Северо-Запад,Стандарт,0.02
116,Микроволновая печь Samsung,Бытовая техника,12990.0,16,2025-01-18,Центр,Премиум,0.108
102,Смартфон Xiaomi Note 12,Электроника,18990.0,17,2025-01-18,Центр,Премиум,0.107
120,Стиральная машина Bosch,Бытовая техника,38990.0,1,2025-01-18,Центр,Стандарт,0.039
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,2,2025-01-18,Северо-Запад,Стандарт,0.008
102,Смартфон Xiaomi Note 12,Электроника,18990.0,4,2025-01-18,Северо-Запад,Стандарт,0.05
118,USB-хаб 4 порта,Аксессуары,590.0,9,2025-01-18,Северо-Запад,Эконом,0.03
109,Мышь Logitech M185,Аксессуары,1290.0,6,2025-01-18,Поволжье,Стандарт,0.033
112,Клавиатура Logitech K380,Аксессуары,3531.03,19,2025-01-18,Юг,Премиум,0.142
108,"Монитор Samsung 24""",Электроника,15990.0,1,2025-01-18,Северо-Запад,Премиум,0.143
108,"Монитор Samsung 24""",Электроника,15990.0,1,2025-01-18,Юг,Стандарт,0.064
103,Коврик для мыши,Аксессуары,350.0,8,2025-01-18,Урал,Стандарт,0.046
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,3,2025-01-18,Северо-Запад,Стандарт,0.066
115,Подставка для ноутбука,Аксессуары,890.0,13,2025-01-18,Юг,Стандарт,0.06
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,3,2025-01-18,Северо-Запад,Эконом,0.011
114,Внешний SSD 1TB,Электроника,7990.0,6,2025-01-18,Центр,Премиум,0.05
108,"Монитор Samsung 24""",Электроника,15990.0,1,2025-01-18,Северо-Запад,Стандарт,0.079
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-18,Поволжье,Стандарт,0.018
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,4,2025-01-18,Юг,Эконом,0.009
104,Ноутбук Lenovo IdeaPad,Электроника,53950.53,1,2025-01-18,Юг,Стандарт,0.067
119,Холодильник LG,Бытовая техника,45990.0,2,2025-01-18,Центр,Стандарт,0.059
111,Планшет Huawei MatePad,Электроника,25990.0,5,2025-01-18,Центр,Эконом,0.015
115,Подставка для ноутбука,Аксессуары,890.0,15,2025-01-18,Юг,Стандарт,0.043
102,Смартфон Xiaomi Note 12,Электроника,18990.0,7,2025-01-18,Северо-Запад,Премиум,0.137
114,Внешний SSD 1TB,Электроника,7990.0,2,2025-01-19,Северо-Запад,Стандарт,0.025
116,Микроволновая печь Samsung,Бытовая техника,13366.75,6,2025-01-19,Юг,Стандарт,0.004
108,"Монитор Samsung 24""",Электроника,15990.0,1,2025-01-19,Поволжье,Эконом,0.019
108,"Монитор Samsung 24""",Электроника,15990.0,1,2025-01-19,Урал,Премиум,0.133
109,Мышь Logitech M185,Аксессуары,1290.0,9,2025-01-19,Северо-Запад,Стандарт,0.036
111,Планшет Huawei MatePad,Электроника,25990.0,12,2025-01-19,Центр,Премиум,0.121
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,4,2025-01-19,Юг,Эконом,0.019
108,"Монитор Samsung 24""",Электроника,15990.0,1,2025-01-19,Дальний Восток,Стандарт,0.023
114,Внешний SSD 1TB,Электроника,7990.0,1,2025-01-19,Северо-Запад,Эконом,0.02
115,Подставка для ноутбука,Аксессуары,890.0,5,2025-01-19,Урал,Эконом,0.018
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,3,2025-01-19,Северо-Запад,Эконом,0.026
111,Планшет Huawei MatePad,Электроника,25990.0,24,2025-01-19,Юг,Премиум,0.061
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,6,2025-01-19,Дальний Восток,Стандарт,0.007
114,Внешний SSD 1TB,Электроника,7990.0,1,2025-01-19,Урал,Стандарт,0.075
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,3,2025-01-19,Сибирь,Премиум,0.11
108,"Монитор Samsung 24""",Электроника,15990.0,4,2025-01-19,Центр,Премиум,0.122
112,Клавиатура Logitech K380,Аксессуары,3490.0,13,2025-01-19,Центр,Эконом,0.013
116,Микроволновая печь Samsung,Бытовая техника,12990.0,4,2025-01-19,Сибирь,Стандарт,0.056
114,Внешний SSD 1TB,Электроника,7990.0,1,2025-01-19,Северо-Запад,Эконом,0.005
112,Клавиатура Logitech K380,Аксессуары,3490.0,8,2025-01-19,Дальний Восток,Стандарт,0.076
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,3,2025-01-19,Центр,Эконом,0.009
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,4,2025-01-19,Центр,Эконом,0.012
107,Фитнес-браслет Mi Band,Электроника,2490.0,6,2025-01-19,Дальний Восток,Стандарт,0.01
114,Внешний SSD 1TB,Электроника,7990.0,1,2025-01-19,Северо-Запад,Премиум,0.079
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-19,Центр,Премиум,0.063
117,Смарт-часы Amazfit,Электроника,11990.0,9,2025-01-19,Поволжье,Стандарт,0.049
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,4,2025-01-19,Поволжье,Стандарт,0.009
107,Фитнес-браслет Mi Band,Электроника,2490.0,7,2025-01-19,Дальний Восток,Премиум,0.101
119,Холодильник LG,Бытовая техника,45990.0,1,2025-01-19,Центр,Премиум,0.112
111,Планшет Huawei MatePad,Электроника,25990.0,3,2025-01-19,Центр,Эконом,0.014
110,Соковыжималка Braun,Бытовая техника,8900.0,4,2025-01-19,Поволжье,Стандарт,0.047
117,Смарт-часы Amazfit,Электроника,11990.0,6,2025-01-19,Сибирь,Стандарт,0.047
111,Планшет Huawei MatePad,Электроника,25990.0,16,2025-01-19,Центр,Стандарт,0.045
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,11,2025-01-19,Северо-Запад,Премиум,0.14
102,Смартфон Xiaomi Note 12,Электроника,18990.0,10,2025-01-19,Центр,Стандарт,0.058
115,Подставка для ноутбука,Аксессуары,890.0,18,2025-01-19,Сибирь,Премиум,0.078
111,Планшет Huawei MatePad,Электроника,25990.0,5,2025-01-19,Сибирь,Эконом,0.016
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,6,2025-01-19,Центр,Стандарт,0.077
116,Микроволновая печь Samsung,Бытовая техника,12990.0,1,2025-01-19,Поволжье,Стандарт,0.064
115,Подставка для ноутбука,Аксессуары,890.0,15,2025-01-19,Урал,Стандарт,0.035
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-19,Дальний Восток,Стандарт,0.051
103,Коврик для мыши,Аксессуары,342.94,17,2025-01-19,Центр,Стандарт,0.076
119,Холодильник LG,Бытовая техника,45990.0,1,2025-01-19,Центр,Эконом,0.02
114,Внешний SSD 1TB,Электроника,7990.0,3,2025-01-19,Северо-Запад,Премиум,0.114
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-19,Дальний Восток,Эконом,0.002
119,Холодильник LG,Бытовая техника,45990.0,1,2025-01-19,Юг,Эконом,0.013
116,Микроволновая печь Samsung,Бытовая техника,12990.0,9,2025-01-19,Центр,Премиум,0.088
116,Микроволновая печь Samsung,Бытовая техника,13088.91,3,2025-01-19,Юг,Стандарт,0.055
110,Соковыжималка Braun,Бытовая техника,8900.0,2,2025-01-19,Центр,Стандарт,0.015
108,"Монитор Samsung 24""",Электроника,15990.0,1,2025-01-19,Сибирь,Стандарт,0.05
114,Внешний SSD 1TB,Электроника,7941.27,1,2025-01-19,Центр,Эконом,0.022
110,Соковыжималка Braun,Бытовая техника,8900.0,6,2025-01-19,Северо-Запад,Стандарт,0.042
112,Клавиатура Logitech K380,Аксессуары,3490.0,28,2025-01-19,Северо-Запад,Премиум,0.133
105,Наушники JBL Tune,Аксессуары,3990.0,1,2025-01-19,Юг,Премиум,0.101
116,Микроволновая печь Samsung,Бытовая техника,12990.0,3,2025-01-19,Поволжье,Премиум,0.096
114,Внешний SSD 1TB,Электроника,7990.0,1,2025-01-19,Центр,Премиум,0.142
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,2,2025-01-19,Урал,Эконом,0.019
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,6,2025-01-19,Урал,Стандарт,0.066
111,Планшет Huawei MatePad,Электроника,25990.0,8,2025-01-19,Поволжье,Премиум,0.096
112,Клавиатура Logitech K380,Аксессуары,3490.0,15,2025-01-19,Юг,Премиум,0.14
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,1,2025-01-19,Поволжье,Премиум,0.099
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,6,2025-01-19,Урал,Премиум,0.061
115,Подставка для ноутбука,Аксессуары,890.0,20,2025-01-19,Урал,Премиум,0.123
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,4,2025-01-20,Центр,Стандарт,0.052
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,4,2025-01-20,Юг,Стандарт,0.07
116,Микроволновая печь Samsung,Бытовая техника,12990.0,3,2025-01-20,Центр,Стандарт,0.076
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-20,Северо-Запад,Эконом,0.012
105,Наушники JBL Tune,Аксессуары,3990.0,1,2025-01-20,Дальний Восток,Эконом,0.014
118,USB-хаб 4 порта,Аксессуары,590.0,17,2025-01-20,Центр,Эконом,0.016
103,Коврик для мыши,Аксессуары,350.0,15,2025-01-20,Северо-Запад,Стандарт,0.072
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,6,2025-01-20,Юг,Стандарт,0.009
103,Коврик для мыши,Аксессуары,350.0,12,2025-01-20,Северо-Запад,Премиум,0.101
112,Клавиатура Logitech K380,Аксессуары,3570.82,19,2025-01-20,Центр,Премиум,0.149
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,3,2025-01-20,Северо-Запад,Премиум,0.125
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,11,2025-01-20,Центр,Стандарт,0.053
111,Планшет Huawei MatePad,Электроника,25990.0,5,2025-01-20,Сибирь,Стандарт,0.063
116,Микроволновая печь Samsung,Бытовая техника,13132.47,5,2025-01-20,Центр,Стандарт,0.035
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,9,2025-01-20,Сибирь,Премиум,0.077
112,Клавиатура Logitech K380,Аксессуары,3490.0,12,2025-01-20,Юг,Стандарт,0.032
117,Смарт-часы Amazfit,Электроника,11990.0,5,2025-01-20,Дальний Восток,Стандарт,0.053
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,3,2025-01-20,Юг,Стандарт,0.028
108,"Монитор Samsung 24""",Электроника,16008.15,3,2025-01-20,Центр,Премиум,0.129
119,Холодильник LG,Бытовая техника,45990.0,1,2025-01-20,Юг,Стандарт,0.028
103,Коврик для мыши,Аксессуары,350.0,7,2025-01-20,Поволжье,Эконом,0.019
120,Стиральная машина Bosch,Бытовая техника,38990.0,1,2025-01-20,Центр,Стандарт,0.064
116,Микроволновая печь Samsung,Бытовая техника,12990.0,3,2025-01-20,Урал,Эконом,0.004
116,Микроволновая печь Samsung,Бытовая техника,12990.0,2,2025-01-20,Поволжье,Стандарт,0.051
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-20,Дальний Восток,Стандарт,0.019
120,Стиральная машина Bosch,Бытовая техника,38990.0,4,2025-01-20,Центр,Стандарт,0.029
116,Микроволновая печь Samsung,Бытовая техника,12990.0,6,2025-01-20,Центр,Эконом,0.01
117,Смарт-часы Amazfit,Электроника,11990.0,5,2025-01-20,Поволжье,Премиум,0.127
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,2,2025-01-20,Дальний Восток,Эконом,0.016
110,Соковыжималка Braun,Бытовая техника,8900.0,5,2025-01-20,Поволжье,Стандарт,0.037
103,Коврик для мыши,Аксессуары,350.0,21,2025-01-20,Поволжье,Стандарт,0.063
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,2,2025-01-20,Сибирь,Эконом,0.019
116,Микроволновая печь Samsung,Бытовая техника,12990.0,2,2025-01-20,Северо-Запад,Эконом,0.016
101,Кофеварка Philips HD7432,Бытовая техника,4510.85,5,2025-01-20,Северо-Запад,Эконом,0.001
105,Наушники JBL Tune,Аксессуары,3990.0,1,2025-01-20,Поволжье,Эконом,0.026
111,Планшет Huawei MatePad,Электроника,25990.0,8,2025-01-20,Центр,Премиум,0.089
118,USB-хаб 4 порта,Аксессуары,590.0,9,2025-01-20,Юг,Эконом,0.016
118,USB-хаб 4 порта,Аксессуары,590.0,17,2025-01-20,Северо-Запад,Эконом,0.006
102,Смартфон Xiaomi Note 12,Электроника,18990.0,9,2025-01-20,Центр,Стандарт,0.01
112,Клавиатура Logitech K380,Аксессуары,3490.0,6,2025-01-20,Центр,Эконом,0.022
106,Электрочайник Bosch TWK,Бытовая техника,3273.22,1,2025-01-20,Сибирь,Стандарт,0.06
111,Планшет Huawei MatePad,Электроника,25841.2,3,2025-01-20,Юг,Стандарт,0.065
102,Смартфон Xiaomi Note 12,Электроника,18990.0,5,2025-01-20,Поволжье,Эконом,0.01
